Text,is_rule,ID,source,class_resolved,metadata
Voids between insulation at the top of the external wall and the cavity wall/timber frame insulation should be fully filled with insulation.,,171_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Drawings: all relevant drawings should be provided to clearly identify the position, continuity and extent of the air barrier.",,176_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Drawings should be reviewed by the designer and installer and should include specifications for key materials.,,177_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Incoming services: ducts, and cables wherever possible, should be grouped to minimise how often the air barrier is penetrated, while ensuring sufficient space to allow adequate screed flow between ducts.",,178_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Grommets or flexible collars should be used around incoming services and sealed to the air barrier with air-sealing tape or sealant.,,179_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Internal building services: where services penetrate the air barrier, holes should be as small as possible and should be core drilled to limit damage.",,180_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
The penetrating services should be sealed to the air barrier using proprietary grommets or collars with air-sealing tape or sealant.,,181_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Where membranes are penetrated, careful detailing should be used to achieve a robust and durable seal at these penetrations.",,182_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Cavity walls: the inner block leaf mortar joint should be fully filled and pointed within the cavity.,,184_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Any damage, such as tears, should be repaired before boarding.",,185_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Where sheathing board forms the air barrier, airsealing tape should be applied at junctions and edges.",,186_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Fixings: care should be taken to ensure that fixings do not damage the airtightness barrier.,,187_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Windows and doors: to ensure continuity of the air barrier, window and door units should connect to the primary air barrier and window and door frames should be taped to surrounding structural openings, using air sealing tape.",,188_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Loft hatches: where the roof is insulated at ceiling level, hatches should be suitably designed and installed to ensure optimum airtightness.",,189_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
The space between the air barrier and the insulation layer should be filled with solid material.,,191_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"When installing or renovating thermal elements, the element being installed should be draught-proofed, and air-leakage gaps should be filled.",,194_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"When installing windows, roof windows, rooflights or doors (all of which are controlled fittings), the controlled fitting should be well fitted and reasonably draught-proof.",,195_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"In an existing system, when a boiler or hot water storage vessel is replaced, any accessible pipes in the dwelling should be insulated.",,201_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Where pipework is above ground, the performance of the pipe insulation should be at least as high as the insulating performance of pipework in the buried part of the system.",,205_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For sizes of cylinder not listed, the heat loss from the cylinder should not exceed (16.66  8.33  V0.4)/(1000  24), where V is the volume in litres.",,208_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.,,214_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
The test data should be certified by a notified body.,,222_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"If renewable technology such as a wind turbine or photovoltaic array is replaced, the new system should have an electrical output that is at least the same as that of the original installation.",,231_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Facilitating future connection to any local district heat networks should be considered (e.g. providing capped off connections in pipework to allow later connection to a local district heat network).,,232_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Where a gas combination boiler is used, the boiler type should be selected to modulate down to the typical heating load of the dwelling.",,237_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Where a wet heating system is either: a. newly installed b. fully replaced in an existing building, including the heating appliance, emitters and associated pipework all parts of the system including pipework and emitters should be sized to allow the space heating system to operate effectively and in a manner that meets the heating needs of the dwelling, at a maximum flow temperature of 55C or lower.",,238_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"where there is insufficient space for larger radiators, or the existing distribution system is provided with higher temperature heat from a low carbon district heat network), the space heating system should be designed to the lowest design temperature possible that will still meet the heating needs of the dwelling.",,239_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Heat pumps should be selected to meet the full space heating requirement at the design condition chosen for heat loss calculations.,,243_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For wet heating systems in new dwellings with a floor area of 150m2 or greater, a minimum of two independently controlled heating circuits should be provided.",,246_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
System controls should be wired so that when there is no demand for space heating or hot water the heating appliance and pump are switched off.,,247_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For space heating systems, temperature control should be installed for the heating appliance.",,248_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For heating systems in new dwellings, or when a heat generator such as a boiler is replaced in an existing dwelling, each room should be provided with thermostatic room controls.",,250_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"If work is carried out on a system that includes a boiler, a boiler interlock should be installed.",,256_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"If a gas-fired combination boiler is installed in an existing dwelling, at least one of the following energy efficiency measures, appropriate to the system, should be installed.",,262_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Where controls are external to the heater, the system should be provided with a time switch/programmer and room thermostat, or programmable room thermostat.",,265_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Where controls are integrated in the heater, the system should be provided with a time switch/programmer and room temperature sensor linked to heater firing and fan speed control.",,268_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
