Text,is_rule,ID,metadata
"(6)  The developer is to be treated as being able to secure the provision of a connection mentioned in any of paragraphs (2) to (4) for a cost not exceeding the cost cap unless(a)  the developer has invited at least two suitable providers to make, before the end of the 30th day after the date of the invitation, an offer to provide a connection of the kind mentioned in the paragraph in question, and(b)  none of those providers has before that time offered to provide that connection free of charge or at a cost not exceeding the cost cap.",0,36_UK_DocR_V1_InfrastructureForElectircalCommunications,
(9)  In paragraph (6)(a) suitable provider means the provider of a public electronic communications network whom the developer reasonably considers to be likely to be able to provide the connection referred to.,0,37_UK_DocR_V1_InfrastructureForElectircalCommunications,
Developers should work with network operators to provide a gigabit-capable public electronic communications network connection for each new dwelling erected unless the cost exceeds the cost cap of 2000 per dwelling or the network operator declines to provide a connection.,1,38_UK_DocR_V1_InfrastructureForElectircalCommunications,
"Where a gigabit-capable public electronic communications network connection is not being installed because a connection is not offered within the 2000 cost cap, developers should work with network operators to provide the next fastest broadband connection which can be installed without exceeding the 2000 cost cap.",1,39_UK_DocR_V1_InfrastructureForElectircalCommunications,
This can be done within one system of gigabit-ready physical infrastructure with capacity to host more than one type of connection.,0,40_UK_DocR_V1_InfrastructureForElectircalCommunications,
At least one network termination point should be provided in a suitable position at each new dwelling erected.,1,41_UK_DocR_V1_InfrastructureForElectircalCommunications,
A fixed electrical supply for the network termination point and associated distribution equipment should be provided at the network termination point.,1,42_UK_DocR_V1_InfrastructureForElectircalCommunications,
"For new dwellings, the services and controls for the network termination point and fixed electrical supply, including socket outlets and switches, should be in a position which is easy to reach in accordance with the services and controls guidance supporting Part M in Schedule 1 to the Building Regulations (Access to and use of buildings).",0,43_UK_DocR_V1_InfrastructureForElectircalCommunications,
Modification and exemptions.,0,44_UK_DocR_V1_InfrastructureForElectircalCommunications,
2.13  Requirement RA2 does not apply if the cost of providing either a gigabit-capable public electronic communications network connection or each of the next fastest broadband connections would exceed the cost cap.,0,45_UK_DocR_V1_InfrastructureForElectircalCommunications,
"2.15  The developer should contact at least two suitable network operators, and provide evidence to demonstrate that an exemption applies where the offers from the suitable network operators exceed the cost cap.",0,46_UK_DocR_V1_InfrastructureForElectircalCommunications,
Evidence that the chosen network operators are suitable should be provided.,1,47_UK_DocR_V1_InfrastructureForElectircalCommunications,
"2.17  Where the cost of connection to a gigabit-capable public electronic communications network exceeds the cost cap, connection to the next fastest broadband connection should be provided, in the following order of priority.",0,48_UK_DocR_V1_InfrastructureForElectircalCommunications,
"2.18  As the requirements are technologically neutral, alternative technologies (such as fixed wireless or satellite technologies) should be considered where performance requirements can be met, before consideration is given to installing a slower form of connection.",0,49_UK_DocR_V1_InfrastructureForElectircalCommunications,
"If the cost of connection to a gigabit-capable public electronic communications network exceeds the cost cap, developers can consider the network operators quotes for the slower connections.",1,50_UK_DocR_V1_InfrastructureForElectircalCommunications,
2.22 The following should be included in costs assessed against the cost cap.,0,51_UK_DocR_V1_InfrastructureForElectircalCommunications,
"The cost to the developer of installing gigabit-ready physical infrastructure in relation to each dwelling erected, including infrastructure in common areas in a building containing more than one dwelling, in accordance with requirement RA1.",0,52_UK_DocR_V1_InfrastructureForElectircalCommunications,
NOTE: Any financial contribution from the network operator should be deducted from the cost of providing the relevant connection.,1,53_UK_DocR_V1_InfrastructureForElectircalCommunications,
Section 3: Particulars of connection to public electronic communications network (connectivity plan).,0,54_UK_DocR_V1_InfrastructureForElectircalCommunications,
Submitting the connectivity plan.,0,55_UK_DocR_V1_InfrastructureForElectircalCommunications,
"Before the relevant building work starts, when any relevant notice is provided or application is made to a building control body, the developer must provide certain additional information.",0,56_UK_DocR_V1_InfrastructureForElectircalCommunications,
"If an exemption is to be relied on for requirement RA1 or requirement RA2, Part B of the connectivity plan should also be completed and supporting evidence should be included with the connectivity plan when it is submitted.",0,57_UK_DocR_V1_InfrastructureForElectircalCommunications,
The following information should be provided.,0,58_UK_DocR_V1_InfrastructureForElectircalCommunications,
Evidence from at least two suitable network operators that demonstrates one of the following.,0,59_UK_DocR_V1_InfrastructureForElectircalCommunications,
"The cost of providing a connection to a gigabit-capable public electronic communications network exceeds the cost cap, with accompanying quotes provided by the suitable network operators.",1,60_UK_DocR_V1_InfrastructureForElectircalCommunications,
"Developers may state in the connectivity plan, with supporting evidence, that at least two suitable network operators have declined to respond to the developer within the 30 working day period.",0,61_UK_DocR_V1_InfrastructureForElectircalCommunications,
